"code_lac","camp_annee","id_campagne","id_prelev_poisson","id_point_prelev","date_pose","heure_pose","date_releve","heure_releve","prof_min_point_pose","prof_max_point_pose","cd_engin_peche","strate"
"SPO25",2009,157,6022,9552,"09/07/2009","19.17.00","10/07/2009","08.32.00",9,10,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2009,157,6024,9554,"09/07/2009","19.30.00","10/07/2009","08.45.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2009,157,6025,9555,"09/07/2009","19.56.00","10/07/2009","08.22.00",5,5,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2009,157,6026,9556,"09/07/2009","19.45.00","10/07/2009","08.52.00",42,42,"FP","36 - 41,9 m Pelagique"
"SPO25",2009,157,6027,9557,"09/07/2009","19.45.00","10/07/2009","07.52.00",42,42,"FP","36 - 41,9 m Pelagique"
"SPO25",2009,157,6029,9559,"09/07/2009","19.15.00","10/07/2009","07.50.00",9,10,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2009,157,6030,9560,"09/07/2009","19.30.00","10/07/2009","07.55.00",2,3,"FB","< 3 m [Protocole CEN]"
"SPO25",2009,157,6031,9561,"09/07/2009","19.45.00","10/07/2009","09.05.00",4,5,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2009,157,6033,9563,"09/07/2009","19.55.00","10/07/2009","08.20.00",1,1,"FB","< 3 m [Protocole CEN]"
"SPO25",2009,157,6034,9564,"09/07/2009","19.35.00","10/07/2009","08.00.00",4,6,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2009,157,6035,9565,"08/07/2009","19.28.00","09/07/2009","08.15.00",2,3,"FB","< 3 m [Protocole CEN]"
"SPO25",2009,157,6036,9566,"08/07/2009","19.20.00","09/07/2009","08.06.00",2,2,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22496,252436,"14/09/2015","18.15.00","15/09/2015","07.47.00",36,41.9,"FP","36 - 41,9 m Pelagique"
"SPO25",2015,423,22497,252437,"14/09/2015","18.30.00","15/09/2015","07.39.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"SPO25",2015,423,22498,252438,"14/09/2015","18.30.00","15/09/2015","07.39.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"SPO25",2015,423,22499,252439,"14/09/2015","18.45.00","15/09/2015","08.15.00",3,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22500,252440,"14/09/2015","18.55.00","15/09/2015","08.21.00",16.5,18.2,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22501,252441,"14/09/2015","19.00.00","15/09/2015","08.32.00",0.5,0.8,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22502,252442,"14/09/2015","19.05.00","15/09/2015","08.40.00",37.2,38.3,"FB","35 - 49,9 m  [Protocole CEN]"
"SPO25",2015,423,22504,252444,"14/09/2015","19.35.00","15/09/2015","08.18.00",4,6,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22505,252445,"14/09/2015","19.40.00","15/09/2015","08.15.00",23.8,21,"FB","20 - 34,9 m [Protocole CEN]"
"SPO25",2015,423,22506,252446,"14/09/2015","19.45.00","15/09/2015","08.04.00",23,25,"FB","20 - 34,9 m [Protocole CEN]"
"SPO25",2015,423,22507,252447,"14/09/2015","19.50.00","15/09/2015","08.00.00",0.7,0.9,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22508,252448,"14/09/2015","19.55.00","15/09/2015","07.53.00",14.8,18.5,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22509,252449,"14/09/2015","20.00.00","15/09/2015","07.45.00",6.3,12,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22510,252450,"14/09/2015","20.05.00","15/09/2015","07.40.00",6,12,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22511,252451,"14/09/2015","20.10.00","15/09/2015","07.35.00",3.2,6,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22512,252452,"15/09/2015","18.10.00","16/09/2015","08.05.00",30,35.9,"FP","30 - 35,9 m Pelagique"
"SPO25",2015,423,22513,252453,"15/09/2015","18.10.00","16/09/2015","08.05.00",30,35.9,"FP","30 - 35,9 m Pelagique"
"SPO25",2015,423,22514,252454,"15/09/2015","18.30.00","16/09/2015","08.10.00",6,11.9,"FP","6 - 11,9 m Pelagique"
"SPO25",2015,423,22516,252456,"15/09/2015","18.50.00","16/09/2015","08.17.00",6,10,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22517,252457,"15/09/2015","19.00.00","16/09/2015","09.07.00",34,35,"FB","35 - 49,9 m  [Protocole CEN]"
"SPO25",2015,423,22518,252458,"15/09/2015","19.10.00","16/09/2015","09.15.00",1,1.5,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22519,252459,"15/09/2015","19.16.00","16/09/2015","09.22.00",1,1.5,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22520,252460,"15/09/2015","18.25.00","16/09/2015","08.15.00",3,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22521,252461,"15/09/2015","18.32.00","16/09/2015","08.20.00",12.8,12.6,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22524,252464,"15/09/2015","18.42.00","16/09/2015","08.50.00",6.3,11.3,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22525,252465,"15/09/2015","18.47.00","16/09/2015","08.40.00",32.4,31.5,"FB","20 - 34,9 m [Protocole CEN]"
"SPO25",2015,423,22526,252466,"15/09/2015","18.54.00","16/09/2015","08.50.00",1.4,3,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22527,252467,"15/09/2015","19.09.00","16/09/2015","09.20.00",15.3,16.4,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22528,252468,"15/09/2015","19.11.00","16/09/2015","09.25.00",3,3.1,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22529,252469,"17/09/2015","17.30.00","18/09/2015","07.55.00",3,5.4,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22531,252471,"17/09/2015","17.45.00","18/09/2015","08.05.00",13.3,15.5,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22532,252472,"17/09/2015","17.55.00","18/09/2015","08.10.00",29,32,"FB","20 - 34,9 m [Protocole CEN]"
"SPO25",2015,423,22533,252473,"17/09/2015","18.00.00","18/09/2015","08.20.00",8.2,11,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22534,252474,"17/09/2015","18.05.00","18/09/2015","08.25.00",10,8.5,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22535,252475,"17/09/2015","18.10.00","18/09/2015","08.30.00",8.2,11,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22536,252476,"17/09/2015","18.20.00","18/09/2015","08.35.00",38.5,39,"FB","35 - 49,9 m  [Protocole CEN]"
"SPO25",2015,423,22537,252477,"17/09/2015","18.25.00","18/09/2015","08.40.00",12.4,15.5,"FB","12 - 19,9 m [Protocole CEN]"
"SPO25",2015,423,22540,252480,"17/09/2015","17.08.00","18/09/2015","08.22.00",24,29.9,"FP","24 - 29,9 m Pelagique"
"SPO25",2015,423,22541,252481,"17/09/2015","17.30.00","18/09/2015","08.07.00",18,23.9,"FP","18 - 23,9 m Pelagique"
"SPO25",2015,423,22542,252482,"17/09/2015","17.30.00","18/09/2015","08.07.00",18,23.9,"FP","18 - 23,9 m Pelagique"
"SPO25",2015,423,22543,252483,"17/09/2015","17.50.00","18/09/2015","07.55.00",12,17.9,"FP","12 - 17,9 m Pelagique"
"SPO25",2015,423,22544,252484,"17/09/2015","17.50.00","18/09/2015","07.55.00",12,17.9,"FP","12 - 17,9 m Pelagique"
"SPO25",2015,423,22545,252485,"17/09/2015","18.02.00","18/09/2015","08.48.00",1,1.5,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22546,252486,"17/09/2015","18.15.00","18/09/2015","08.52.00",9,12,"FB","6 -11,9 m [Protocole CEN]"
"SPO25",2015,423,22547,252487,"17/09/2015","18.25.00","18/09/2015","08.57.00",3,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22548,252488,"17/09/2015","18.30.00","18/09/2015","09.00.00",0.8,1,"FB","< 3 m [Protocole CEN]"
"SPO25",2015,423,22549,252489,"17/09/2015","18.36.00","18/09/2015","09.04.00",3,4.8,"FB","3 - 5,9 m [Protocole CEN]"
"SPO25",2015,423,22550,252490,"17/09/2015","18.40.00","18/09/2015","09.07.00",0.9,1.8,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18068,244071,"10/09/2012","18.30.00","11/09/2012","07.30.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18069,244072,"10/09/2012","18.40.00","11/09/2012","07.45.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18070,244068,"10/09/2012","18.50.00","11/09/2012","07.55.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18071,244073,"10/09/2012","19.00.00","11/09/2012","08.00.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18072,244053,"10/09/2012","19.05.00","11/09/2012","08.05.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18073,244061,"10/09/2012","19.08.00","11/09/2012","08.15.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18074,244066,"10/09/2012","19.10.00","11/09/2012","08.17.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18075,244059,"10/09/2012","19.15.00","11/09/2012","08.20.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18076,244069,"11/09/2012","19.18.00","12/09/2012","08.25.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18077,244052,"11/09/2012","19.20.00","12/09/2012","08.30.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18078,244063,"11/09/2012","19.25.00","12/09/2012","08.35.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18079,244064,"11/09/2012","19.30.00","12/09/2012","08.40.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18080,244057,"11/09/2012","19.10.00","12/09/2012","08.45.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18081,244065,"11/09/2012","19.15.00","12/09/2012","08.50.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18082,244056,"11/09/2012","19.17.00","12/09/2012","07.40.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18083,244062,"11/09/2012","19.22.00","12/09/2012","07.45.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18084,244074,"11/09/2012","19.26.00","12/09/2012","07.55.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18085,244070,"12/09/2012","19.30.00","13/09/2012","08.05.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18086,244051,"12/09/2012","19.33.00","13/09/2012","08.15.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18087,244055,"12/09/2012","19.35.00","13/09/2012","08.20.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18088,244067,"12/09/2012","19.40.00","13/09/2012","08.30.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18089,244054,"12/09/2012","19.45.00","13/09/2012","08.35.00",0,3,"FB","< 3 m [Protocole CEN]"
"STO57",2012,253,18090,244060,"12/09/2012","18.50.00","13/09/2012","07.25.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2012,253,18091,244058,"12/09/2012","19.00.00","13/09/2012","07.30.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25958,257820,"26/09/2018","18.45.00","27/09/2018","07.35.00",2.2,2.3,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25959,257800,"24/09/2018","18.20.00","25/09/2018","07.28.00",1.5,1.6,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25960,257804,"24/09/2018","18.44.00","25/09/2018","08.15.00",1.2,1.4,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25961,257813,"25/09/2018","18.33.00","26/09/2018","07.50.00",1.1,1.1,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25962,257807,"25/09/2018","18.00.00","26/09/2018","07.20.00",2.8,3,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25963,257806,"24/09/2018","18.50.00","25/09/2018","08.10.00",1.2,1.2,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25964,257805,"24/09/2018","18.47.00","25/09/2018","08.20.00",1.1,1.2,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25965,257803,"24/09/2018","18.39.00","25/09/2018","08.06.00",2,2,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25966,257798,"24/09/2018","18.05.00","25/09/2018","07.15.00",1.7,1.8,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25967,257812,"25/09/2018","18.28.00","26/09/2018","07.45.00",1.3,1.5,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25968,257809,"25/09/2018","18.10.00","26/09/2018","07.30.00",1.9,1.9,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25969,257816,"26/09/2018","18.20.00","27/09/2018","07.10.00",1.9,2.7,"FB","< 3 m [Protocole CEN]"
"STO57",2018,506,25970,257818,"26/09/2018","18.35.00","27/09/2018","07.20.00",3.1,3.3,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25971,257799,"24/09/2018","18.10.00","25/09/2018","07.20.00",3,3.3,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25972,257811,"25/09/2018","18.23.00","26/09/2018","07.35.00",3,3.1,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25973,257817,"26/09/2018","18.30.00","27/09/2018","07.15.00",3.3,3.6,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25974,257801,"24/09/2018","18.25.00","25/09/2018","07.55.00",3.1,3.3,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25975,257819,"26/09/2018","18.40.00","27/09/2018","07.30.00",3.4,3.5,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25976,257802,"24/09/2018","18.34.00","25/09/2018","07.50.00",3,3.1,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25977,257814,"25/09/2018","18.48.00","26/09/2018","07.16.00",3.7,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25978,257815,"25/09/2018","18.53.00","26/09/2018","08.05.00",3.5,3.5,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25979,257808,"25/09/2018","18.05.00","26/09/2018","07.12.00",3.8,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25980,257810,"25/09/2018","18.15.00","26/09/2018","07.25.00",3.4,3.4,"FB","3 - 5,9 m [Protocole CEN]"
"STO57",2018,506,25981,257821,"26/09/2018","18.50.00","27/09/2018","07.40.00",3.5,3.5,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2954,4882,"15/09/2008","18.12.00","16/09/2008","08.03.00",21.5,20,"FP","0 - 5,9 m Pelagique"
"SYL01",2008,83,2955,4882,"15/09/2008","18.12.00","16/09/2008","08.03.00",21.5,20,"FP","0 - 5,9 m Pelagique"
"SYL01",2008,83,2956,4883,"15/09/2008","18.25.00","16/09/2008","08.15.00",21.3,22.9,"FP","6 - 11,9 m Pelagique"
"SYL01",2008,83,2957,4883,"15/09/2008","18.25.00","16/09/2008","08.15.00",21.3,22.9,"FP","6 - 11,9 m Pelagique"
"SYL01",2008,83,2958,4884,"15/09/2008","18.45.00","16/09/2008","07.40.00",3.5,5.8,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2959,4885,"15/09/2008","18.50.00","16/09/2008","07.48.00",9.3,12.5,"FB","12 - 19,9 m [Protocole CEN]"
"SYL01",2008,83,2960,4886,"15/09/2008","18.55.00","16/09/2008","08.35.00",3.5,5.6,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2961,4887,"15/09/2008","19.00.00","16/09/2008","07.52.00",2.6,2.9,"FB","< 3 m [Protocole CEN]"
"SYL01",2008,83,2962,4888,"15/09/2008","19.12.00","16/09/2008","08.21.00",3,2.3,"FB","< 3 m [Protocole CEN]"
"SYL01",2008,83,2964,4890,"15/09/2008","19.25.00","16/09/2008","08.17.00",3.9,4.2,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2966,4892,"16/09/2008","18.08.00","17/09/2008","07.40.00",4.8,5,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2968,4894,"16/09/2008","18.20.00","17/09/2008","07.50.00",19.4,19,"FB","12 - 19,9 m [Protocole CEN]"
"SYL01",2008,83,2969,4895,"16/09/2008","18.25.00","17/09/2008","07.55.00",6.2,11.5,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2008,83,2970,4896,"16/09/2008","18.37.00","17/09/2008","08.00.00",6,7.7,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2008,83,2971,4897,"16/09/2008","18.52.00","17/09/2008","08.15.00",2.3,1.7,"FB","< 3 m [Protocole CEN]"
"SYL01",2008,83,2972,4898,"16/09/2008","18.55.00","17/09/2008","08.20.00",1.7,1.8,"FB","< 3 m [Protocole CEN]"
"SYL01",2008,83,2973,4899,"16/09/2008","19.00.00","17/09/2008","08.05.00",3.2,3.7,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2008,83,2974,4900,"16/09/2008","19.10.00","17/09/2008","08.25.00",21.3,22.9,"FP","12 - 17,9 m Pelagique"
"SYL01",2008,83,2975,4900,"16/09/2008","19.10.00","17/09/2008","08.25.00",21.3,22.9,"FP","12 - 17,9 m Pelagique"
"SYL01",2014,347,19786,246132,"25/08/2014","18.17.00","26/08/2014","08.00.00",20,20.7,"FB","20 - 34,9 m [Protocole CEN]"
"SYL01",2014,347,19787,246133,"25/08/2014","18.20.00","26/08/2014","08.20.00",4,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2014,347,19788,246134,"25/08/2014","18.24.00","26/08/2014","08.23.00",2.3,2.8,"FB","< 3 m [Protocole CEN]"
"SYL01",2014,347,19789,246135,"25/08/2014","18.30.00","26/08/2014","08.30.00",6.7,9.6,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2014,347,19790,246136,"25/08/2014","18.36.00","26/08/2014","08.42.00",6,6.1,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2014,347,19791,246137,"25/08/2014","18.41.00","26/08/2014","08.50.00",2.7,3.1,"FB","< 3 m [Protocole CEN]"
"SYL01",2014,347,19794,246140,"25/08/2014","18.54.00","26/08/2014","09.30.00",3.7,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2014,347,19795,246141,"25/08/2014","18.58.00","26/08/2014","08.02.00",13.2,14.5,"FB","12 - 19,9 m [Protocole CEN]"
"SYL01",2014,347,19796,246142,"25/08/2014","19.03.00","26/08/2014","08.08.00",3,6,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2014,347,19797,246143,"25/08/2014","19.06.00","26/08/2014","08.15.00",1.8,2.2,"FB","< 3 m [Protocole CEN]"
"SYL01",2014,347,19798,246144,"25/08/2014","17.57.00","26/08/2014","09.00.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"SYL01",2014,347,19799,246145,"25/08/2014","17.57.00","26/08/2014","09.00.00",0,5.9,"FP","0 - 5,9 m Pelagique"
"SYL01",2014,347,19805,246151,"26/08/2014","18.29.00","27/08/2014","08.37.00",3.9,5.3,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2014,347,19806,246152,"26/08/2014","18.49.00","27/08/2014","08.48.00",1.7,2.8,"FB","< 3 m [Protocole CEN]"
"SYL01",2014,347,19807,246153,"26/08/2014","18.58.00","27/08/2014","08.50.00",6.4,12.1,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2014,347,19808,246154,"26/08/2014","19.16.00","27/08/2014","08.54.00",2,3,"FB","< 3 m [Protocole CEN]"
"SYL01",2014,347,19810,246156,"26/08/2014","19.05.00","27/08/2014","08.10.00",4,6,"FB","3 - 5,9 m [Protocole CEN]"
"SYL01",2014,347,19811,246157,"26/08/2014","19.10.00","27/08/2014","08.03.00",6.4,9.3,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2014,347,19813,246159,"26/08/2014","19.26.00","27/08/2014","07.50.00",6.5,10.9,"FB","6 -11,9 m [Protocole CEN]"
"SYL01",2014,347,19814,246160,"26/08/2014","18.18.00","27/08/2014","09.15.00",6,11.9,"FP","6 - 11,9 m Pelagique"
"SYL01",2014,347,19815,246161,"26/08/2014","18.18.00","27/08/2014","09.15.00",6,11.9,"FP","6 - 11,9 m Pelagique"
"TAI40",2011,324,15016,240863,"20/06/2011","18.31.00","21/06/2011","06.01.00",4.2,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15017,240864,"20/06/2011","18.37.00","21/06/2011","06.08.00",4.5,4.7,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15018,240865,"20/06/2011","18.43.00","21/06/2011","06.17.00",4.1,4.3,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15019,240866,"20/06/2011","18.47.00","21/06/2011","06.27.00",3.5,3.8,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15020,240867,"20/06/2011","18.52.00","21/06/2011","06.37.00",2.9,3.2,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15021,240868,"20/06/2011","18.55.00","21/06/2011","06.42.00",2.9,3.1,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2011,324,15022,240869,"20/06/2011","18.59.00","21/06/2011","06.50.00",2.7,2.8,"FB","< 3 m [Protocole CEN]"
"TAI40",2011,324,15023,240870,"20/06/2011","19.04.00","21/06/2011","07.00.00",2.3,2.4,"FB","< 3 m [Protocole CEN]"
"TAI40",2016,478,25054,256377,"20/06/2016","19.00.00","21/06/2016","07.02.00",3.9,4,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2016,478,25055,256378,"20/06/2016","19.04.00","21/06/2016","07.05.00",3.6,3.7,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2016,478,25056,256379,"20/06/2016","19.10.00","21/06/2016","07.09.00",2.7,2.9,"FB","< 3 m [Protocole CEN]"
"TAI40",2016,478,25057,256380,"20/06/2016","19.16.00","21/06/2016","07.16.00",2.8,2.8,"FB","< 3 m [Protocole CEN]"
"TAI40",2016,478,25058,256381,"20/06/2016","19.20.00","21/06/2016","07.20.00",2.6,2.8,"FB","< 3 m [Protocole CEN]"
"TAI40",2016,478,25059,256382,"20/06/2016","19.26.00","21/06/2016","07.31.00",2.2,2.4,"FB","< 3 m [Protocole CEN]"
"TAI40",2016,478,25060,256375,"20/06/2016","18.50.00","21/06/2016","06.55.00",4.1,4.2,"FB","3 - 5,9 m [Protocole CEN]"
"TAI40",2016,478,25061,256376,"20/06/2016","18.55.00","21/06/2016","07.00.00",4.5,4.6,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,360,2192,"16/09/2007",NA,"17/09/2007",NA,2.5,1.9,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,361,2193,"16/09/2007",NA,"17/09/2007",NA,3,2.5,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,362,2194,"16/09/2007",NA,"17/09/2007",NA,4.5,6,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,363,2195,"16/09/2007",NA,"17/09/2007",NA,3.9,3,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,364,2196,"16/09/2007",NA,"17/09/2007",NA,12,9.5,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,365,2197,"16/09/2007",NA,"17/09/2007",NA,9,8,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,366,2198,"16/09/2007",NA,"17/09/2007",NA,14.5,16,"FB","12 - 19,9 m [Protocole CEN]"
"TOL2A",2007,11,367,2199,"16/09/2007",NA,"17/09/2007",NA,32,27,"FB","20 - 34,9 m [Protocole CEN]"
"TOL2A",2007,11,368,2200,"17/09/2007",NA,"18/09/2007",NA,36,34.5,"FB","35 - 49,9 m  [Protocole CEN]"
"TOL2A",2007,11,370,2202,"17/09/2007",NA,"18/09/2007",NA,2.7,2,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,371,2203,"17/09/2007",NA,"18/09/2007",NA,3.6,4.3,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,372,2204,"17/09/2007",NA,"18/09/2007",NA,5.9,4.5,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,373,2205,"17/09/2007",NA,"18/09/2007",NA,10.6,11.4,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,374,2206,"17/09/2007",NA,"18/09/2007",NA,13.6,13.6,"FB","12 - 19,9 m [Protocole CEN]"
"TOL2A",2007,11,375,2207,"17/09/2007",NA,"18/09/2007",NA,12,17.2,"FB","12 - 19,9 m [Protocole CEN]"
"TOL2A",2007,11,376,2208,"17/09/2007",NA,"18/09/2007",NA,21.2,26.6,"FB","20 - 34,9 m [Protocole CEN]"
"TOL2A",2007,11,377,2209,"17/09/2007",NA,"18/09/2007",NA,20.8,32.8,"FB","20 - 34,9 m [Protocole CEN]"
"TOL2A",2007,11,380,2212,"18/09/2007",NA,"19/09/2007",NA,1.7,1.5,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,381,2213,"18/09/2007",NA,"19/09/2007",NA,2,2.8,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,382,2214,"18/09/2007",NA,"19/09/2007",NA,5.2,5.4,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,383,2215,"18/09/2007",NA,"19/09/2007",NA,12,8.7,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,384,2216,"18/09/2007",NA,"19/09/2007",NA,8.6,8.8,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,385,2217,"18/09/2007",NA,"19/09/2007",NA,14.1,20,"FB","12 - 19,9 m [Protocole CEN]"
"TOL2A",2007,11,390,2222,"19/09/2007",NA,"20/09/2007",NA,2.9,1.8,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,391,2223,"19/09/2007",NA,"20/09/2007",NA,2.1,1.8,"FB","< 3 m [Protocole CEN]"
"TOL2A",2007,11,392,2224,"19/09/2007",NA,"20/09/2007",NA,4,4.1,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,393,2225,"19/09/2007",NA,"20/09/2007",NA,3.6,3.2,"FB","3 - 5,9 m [Protocole CEN]"
"TOL2A",2007,11,394,2226,"19/09/2007",NA,"20/09/2007",NA,12,9.9,"FB","6 -11,9 m [Protocole CEN]"
"TOL2A",2007,11,395,2227,"19/09/2007",NA,"20/09/2007",NA,12.3,12,"FB","12 - 19,9 m [Protocole CEN]"
"TOL2A",2007,11,396,2228,"19/09/2007",NA,"20/09/2007",NA,18.3,13,"FB","12 - 19,9 m [Protocole CEN]"
